time,ax_measure,ax_ideal
6.327,0.4608970382935911,0.42136397860402053
6.328,0.421676728643251,0.4216062456634255
6.329,0.40310057760721024,0.4218462302759342
6.33,0.42641371172640813,0.4220839354227954
6.331,0.44848322895384324,0.42231936409595366
6.332,0.41717133903762155,0.42255251929800397
6.333,0.4183741861623301,0.42278340404214604
6.3340000000000005,0.43283667804019554,0.42301202135213606
6.335,0.42019436065187854,0.423238374262242
6.336,0.46968592092016254,0.42346246581719676
6.337,0.4797734645665962,0.42368429907215155
6.338,0.4417865613396005,0.42390387709263005
6.339,0.4811312577538281,0.42412120295448147
6.34,0.4151621475941052,0.42433627974383414
6.341,0.4642765592165325,0.4245491105570498
6.3420000000000005,0.4227658887094782,0.42475969850067624
6.343,0.43496939100901194,0.4249680466914011
6.344,0.43726221767551815,0.42517415825600613
6.345,0.42063097663964394,0.4253780363313192
6.346,0.3939532803102073,0.42557968406417
6.347,0.42000198669411604,0.42577910461134116
6.348,0.37226545999916266,0.4259763011395227
6.349,0.4166370174788755,0.42617127682526684
6.3500000000000005,0.38121049206297447,0.4263640348549391
6.351,0.47143469441322844,0.42655457842467326
6.352,0.4468861761320487,0.4267429107403249
6.353,0.46496280303283993,0.4269290350174234
6.354,0.4426557578304236,0.4271129544811278
6.355,0.40566920304350557,0.42729467236617746
6.356,0.4239898961880415,0.4274741919168474
6.357,0.4481367884881801,0.4276515163869014
6.3580000000000005,0.4402594056713451,0.42782664903954465
6.359,0.3843571823663242,0.4279995931473776
6.36,0.41370507194908396,0.4281703519923505
6.361,0.4434343773083028,0.4283389288657141
6.362,0.4150806074035838,0.428505327067976
6.363,0.3295349606130859,0.4286695499088523
6.364,0.39241732605163987,0.428831600707221
