time,r_measure,r_ideal,theta_measure
3.5,0.4805201825633279,0.49998042367097445,2.1971078911625774
3.6,0.4776828941542347,0.49997761900769927,2.2626262300973403
3.7,0.5020071836540774,0.49997610918539964,2.324116673587834
3.8000000000000003,0.5027850541786204,0.4999758672157874,2.3869908501188437
3.9,0.5280062343062615,0.49997685646764767,2.4535669321454407
4.0,0.49986871811668143,0.49997903096061735,2.5135804712766077
4.1,0.45191361418029036,0.4999823357138198,2.5788615276347686
4.2,0.5086089355278052,0.4999867071472867,2.639839983775122
4.3,0.4913961236691856,0.49999207353380304,2.7034895185927996
4.4,0.5041203843940361,0.49999835549856264,2.7654285566976258
4.5,0.5022885468733814,0.5000054665637489,2.8265300346602538
4.6000000000000005,0.4944433789502589,0.5000133137349315,2.8899868640601527
4.7,0.5307929881229054,0.5000217981259463,2.9529863363831614
4.8,0.49405872068629736,0.5000308156187243,3.0158321071584653
4.9,0.4807430206552065,0.5000402575543502,3.078865369586007
5.0,0.47706995834974997,0.5000500114514854,-3.139867595930841
5.1000000000000005,0.4984837507221482,0.5000599617481263,-3.0787875025556715
5.2,0.503302836529662,0.5000699905625704,-3.0160143216487407
5.3,0.53136553299104,0.5000799784693521,-2.951414567124243
5.4,0.5086508399503885,0.5000898052858508,-2.888530601494727
5.5,0.5200527403544697,0.5000993508652011,-2.8259294074623154
5.6000000000000005,0.5127307707278932,0.5001084958911274,-2.7628199704925547
5.7,0.5051168353115263,0.5001171226702981,-2.7008322263445974
5.8,0.4914052839470265,0.5001251159178233,-2.6380820371484512
5.9,0.523065806255703,0.5001323635315567,-2.576803657870348
6.0,0.5111487235478881,0.5001387573509056,-2.5127782850608855
6.1000000000000005,0.4790378177279667,0.5001441938959514,-2.4497661283173544
6.2,0.5118860755362663,0.5001485750827754,-2.3868429958373674
6.3,0.4646151287326463,0.5001518089109999,-2.3233823183412903
6.4,0.47658075613743645,0.5001538101196996,-2.261070426006028
6.5,0.5167221624062425,0.5001545008080004,-2.1995253911536796
6.6000000000000005,0.5208997784310184,0.5001538110168422,-2.135420815479378
6.7,0.4830532004066505,0.5001516792685947,-2.074356457391893
6.8,0.48502562594644333,0.5001480530614019,-2.0097264819453966
6.9,0.5126771814076175,0.5001428893153698,-1.946915471435148
7.0,0.49742572387351575,0.5001361547679458,-1.8848266591187035
7.1000000000000005,0.4754657979620333,0.5001278263160711,-1.8219354439492519
7.2,0.5048485039446989,0.5001178913029702,-1.7599643730963228
7.3,0.4897987431763496,0.5001063477477006,-1.6966062433885585
7.4,0.4825927381567338,0.5000932045158674,-1.6350263224109343
7.5,0.5097512268890857,0.5000784814301947,-1.571039616199364
7.6000000000000005,0.5052205265724902,0.5000622093199485,-1.5093954460338646
7.7,0.5340968008758126,0.5000444300085009,-1.444283518703004
7.8,0.5152984320521624,0.5000251962386367,-1.3829105131734263
7.9,0.5220777370783909,0.5000045715355085,-1.3192368155413958
8.0,0.4887334473610815,0.4999826300074622,-1.2579599437089783
8.1,0.5014417039661159,0.4999594560852715,-1.1936400263856797
8.2,0.5021494850409537,0.4999351442006232,-1.1306797150710772
8.3,0.49839371942566485,0.49990979840501726,-1.0681343034075128
8.4,0.5050047075497308,0.4998835319305465,-1.0055726044253053
8.5,0.4929923702978049,0.49985646669432926,-0.9440408517913758
8.6,0.4888499874224337,0.49982873274866624,-0.8795889558586777
8.700000000000001,0.5178650471549346,0.49980046767928055,-0.8166280637045826
8.8,0.5262398718363391,0.49977181595428893,-0.7559914664812156
8.9,0.508600700881186,0.49974292822682426,-0.6915674854495952
9.0,0.47866895326040737,0.4997139605944875,-0.6275244950755697
9.1,0.5207537805760553,0.4996850738190619,-0.566482818770514
9.200000000000001,0.5316095644971393,0.4996564325101555,-0.501633674568192
9.3,0.5119998361312648,0.4996282042766626,-0.4405423460737264
9.4,0.46643536731382407,0.4996005588501331,-0.37784942683231854
9.5,0.502191585730685,0.4995736671843307,-0.3136907040195056
9.6,0.492210807283005,0.49954770053542435,-0.24977046074196985
9.700000000000001,0.47464735846938544,0.4995228295274064,-0.18934279347754485
9.8,0.48132549202274777,0.4994992232074573,-0.12541649398787658
9.9,0.5089991931004922,0.49947704809607696,-0.0620029770209347
10.0,0.48754306846937195,0.49945646723688636,0.0009374424399854657
